GW,player_id,position,first_name,second_name,points,opp_diff,was_home,minutes,minutes_sum,bps_sum,influence_sum,threat_sum,ict_sum,creat_sum,yel_sum,red_sum,selected_by,tran_sum,goals_sum,assists_sum,points_sum,cost_sum,saves_sum,goals_con_sum,clean_sheets_sum,season
25,353,2,Toby,Alderweireld,6,45,TRUE,90,270,43,56.8,57,15.1,36.4,1,0,754069,-15621,0,0,5,180,0,3,0,1819
27,353,2,Toby,Alderweireld,1,40,FALSE,90,199,45,49.8,22,9.1,19.9,0,0,750434,-5271,0,0,9,180,0,2,1,1819
28,353,2,Toby,Alderweireld,1,72,FALSE,90,199,47,65.4,0,7.2,7.8,0,0,765626,3916,0,0,8,180,0,3,1,1819
29,353,2,Toby,Alderweireld,2,70,TRUE,90,199,37,61,5,7,4.9,0,0,764263,-3756,0,0,3,180,0,5,0,1819
32,353,2,Toby,Alderweireld,-1,97,FALSE,90,180,28,34,15,5.2,2.7,0,0,722224,-21543,0,0,3,180,0,3,0,1819
32,353,2,Toby,Alderweireld,-1,97,FALSE,90,180,25,29.4,10,4.2,2.1,0,0,699283,-13972,0,0,1,180,0,3,0,1819
32,353,2,Toby,Alderweireld,6,49,TRUE,90,180,28,34,15,5.2,2.7,0,0,722224,-21543,0,0,3,180,0,3,0,1819
32,353,2,Toby,Alderweireld,6,49,TRUE,90,180,25,29.4,10,4.2,2.1,0,0,699283,-13972,0,0,1,180,0,3,0,1819
35,353,2,Toby,Alderweireld,2,98,FALSE,77,180,39,26.6,25,5.3,1.1,0,0,683430,9963,0,0,5,180,0,2,1,1819
35,353,2,Toby,Alderweireld,8,36,TRUE,90,180,39,26.6,25,5.3,1.1,0,0,683430,9963,0,0,5,180,0,2,1,1819
37,353,2,Toby,Alderweireld,0,45,FALSE,45,257,66,74.6,19,14,46.4,0,0,710431,6673,0,0,12,180,0,2,1,1819
38,353,2,Toby,Alderweireld,1,54,TRUE,90,225,47,67.2,19,12.3,36.9,1,0,710147,1613,0,0,10,180,0,1,1,1819
26,194,2,Tommy,Smith,1,70,TRUE,90,180,28,36.4,2,5.3,14.3,0,0,9471,-29,0,0,1,132,0,8,0,1819
33,194,2,Tommy,Smith,0,52,TRUE,90,180,20,19.4,8,5,22.2,0,0,9563,1,0,0,1,132,0,6,0,1819
35,194,2,Tommy,Smith,1,50,TRUE,90,180,21,23.4,0,4.7,22.9,0,0,9459,3,0,0,1,132,0,6,0,1819
36,194,2,Tommy,Smith,0,97,FALSE,90,180,24,27.4,6,7.4,40.6,0,0,9456,2,0,0,1,132,0,6,0,1819
37,194,2,Tommy,Smith,1,55,TRUE,45,180,27,32.6,6,7.8,39.2,0,0,9457,-1,0,0,1,132,0,7,0,1819
38,194,2,Tommy,Smith,2,39,FALSE,90,225,28,33.8,6,8,40,0,0,9468,7,0,0,2,132,0,7,0,1819
13,182,3,Tom,Cairney,2,39,TRUE,90,182,24,25,0,8.5,59.9,0,0,116734,-8428,0,0,5,144,0,5,0,1819
14,182,3,Tom,Cairney,2,72,FALSE,75,242,30,30.4,2,9.4,62.2,0,0,111556,-5408,0,0,6,144,0,5,0,1819
15,182,3,Tom,Cairney,1,52,TRUE,45,227,38,34.6,4,12,82.3,0,0,108310,-3384,0,0,6,144,0,5,0,1819
16,182,3,Tom,Cairney,1,55,FALSE,45,210,40,31.2,22,12.7,74.3,0,0,107029,-1426,0,0,5,144,0,4,0,1819
18,182,3,Tom,Cairney,3,45,FALSE,81,180,28,25.2,39,11.9,54.3,0,0,103705,-2040,0,0,4,143,0,6,0,1819
20,182,3,Tom,Cairney,3,16,TRUE,90,188,33,21.8,21,6.9,25.7,0,0,98839,-2306,0,0,6,141,0,3,1,1819
21,182,3,Tom,Cairney,2,70,FALSE,90,188,29,12.2,8,3.2,11.9,0,0,96773,-2157,0,0,7,141,0,1,2,1819
28,182,3,Tom,Cairney,2,39,FALSE,68,193,35,33.6,16,9.3,42.9,0,0,84945,-676,0,0,5,138,0,5,0,1819
30,182,3,Tom,Cairney,2,52,FALSE,90,237,38,42.6,47,15.8,68,0,0,83757,-671,0,0,6,138,0,7,0,1819
31,182,3,Tom,Cairney,2,97,TRUE,81,237,33,28.8,45,14.1,66.6,0,0,83505,-410,0,0,6,138,0,7,0,1819
32,182,3,Tom,Cairney,2,98,TRUE,69,250,33,26.6,48,14,64.8,0,0,83261,-392,0,0,6,138,0,7,0,1819
32,182,3,Tom,Cairney,2,98,TRUE,69,240,32,20.6,11,7.3,41.5,0,0,83130,-315,0,0,6,138,0,7,0,1819
32,182,3,Tom,Cairney,2,50,FALSE,86,250,33,26.6,48,14,64.8,0,0,83261,-392,0,0,6,138,0,7,0,1819
32,182,3,Tom,Cairney,2,50,FALSE,86,240,32,20.6,11,7.3,41.5,0,0,83130,-315,0,0,6,138,0,7,0,1819
34,182,3,Tom,Cairney,11,54,TRUE,90,236,35,40.4,7,10.2,55.3,0,0,83055,-385,0,0,6,138,0,8,0,1819
37,182,3,Tom,Cairney,2,57,FALSE,90,180,46,69.6,27,16,63.7,0,0,81536,262,1,0,14,138,0,0,2,1819
38,182,3,Tom,Cairney,2,45,TRUE,90,180,26,22.6,7,6.4,34.3,0,0,82542,913,0,0,5,138,0,1,1,1819
6,169,3,Tom,Davies,2,70,FALSE,90,180,18,29,3,6.4,31.4,1,0,30008,-2254,0,0,3,162,0,3,0,1819
7,169,3,Tom,Davies,3,26,TRUE,90,180,17,17.2,6,4.6,22.9,1,0,28745,-1886,0,0,3,161,0,3,0,1819
8,169,3,Tom,Davies,1,52,FALSE,70,180,21,17.2,6,4.2,19.1,0,0,27518,-1625,0,0,5,160,0,2,1,1819
25,169,3,Tom,Davies,1,57,TRUE,90,180,21,16.6,53,9.8,29.3,1,0,22392,318,0,0,4,153,0,3,1,1819
25,169,3,Tom,Davies,2,98,TRUE,90,180,21,16.6,53,9.8,29.3,1,0,22392,318,0,0,4,153,0,3,1,1819
26,169,3,Tom,Davies,2,50,FALSE,90,270,34,34.2,55,12.3,34.3,1,0,22951,871,0,0,6,153,0,5,1,1819
22,67,1,Tom,Heaton,2,26,TRUE,90,180,38,41.4,0,6.1,20,1,0,29229,10362,0,0,10,144,6,1,1,1819
23,67,1,Tom,Heaton,8,50,FALSE,90,270,50,53.2,0,7.3,20,1,0,43839,13996,0,0,12,144,8,2,1,1819
24,67,1,Tom,Heaton,3,55,FALSE,90,270,48,48,0,4.8,0,1,0,57081,12758,0,0,11,144,8,2,1,1819
25,67,1,Tom,Heaton,3,39,TRUE,90,270,63,84.6,0,8.5,0,0,0,61157,3747,0,0,13,144,13,3,1,1819
26,67,1,Tom,Heaton,3,36,FALSE,90,270,67,99.6,0,10,0,0,0,70580,7423,0,0,14,144,14,3,1,1819
27,67,1,Tom,Heaton,3,71,TRUE,90,270,57,107,0,10.7,0,0,0,81434,9734,0,0,9,144,15,4,0,1819
28,67,1,Tom,Heaton,1,45,FALSE,90,270,53,100.2,0,10,0,0,0,92477,10110,0,0,9,144,13,3,0,1819
29,67,1,Tom,Heaton,1,49,TRUE,90,270,51,85.6,0,8.5,0,0,0,98890,6660,0,0,7,144,12,4,0,1819
30,67,1,Tom,Heaton,0,97,FALSE,90,270,44,63.2,0,6.3,0,0,0,106906,7230,0,0,5,144,9,6,0,1819
31,67,1,Tom,Heaton,1,52,TRUE,90,270,33,33,0,3.3,0,0,0,110948,3393,0,0,2,144,5,9,0,1819
32,67,1,Tom,Heaton,6,57,TRUE,90,270,30,34.8,4,3.9,0,0,0,128331,2021,0,0,2,144,5,9,0,1819
33,67,1,Tom,Heaton,2,45,FALSE,90,270,41,31.6,4,3.6,0,0,0,123762,-2606,0,0,7,144,4,6,1,1819
34,67,1,Tom,Heaton,7,34,TRUE,90,270,45,40.2,4,4.4,0,0,0,125143,536,0,0,9,144,5,3,1,1819
35,67,1,Tom,Heaton,2,72,FALSE,90,270,58,36.6,0,3.6,0,0,0,107325,-3242,0,0,15,144,5,1,2,1819
36,67,1,Tom,Heaton,3,98,TRUE,90,270,55,67.2,0,6.6,0,1,0,107105,-2723,0,0,11,144,10,3,1,1819
37,67,1,Tom,Heaton,2,54,FALSE,90,270,64,92.2,0,9.1,0,1,0,102624,-4488,0,0,12,144,13,3,1,1819
38,67,1,Tom,Heaton,1,70,TRUE,90,270,56,112.4,0,11.2,0,1,0,99790,-3216,0,0,7,144,16,5,0,1819
4,245,2,Trent,Alexander-Arnold,2,52,FALSE,88,268,71,50.4,42,14.5,52.3,3,0,2553896,41649,0,0,15,150,0,0,3,1819
5,245,2,Trent,Alexander-Arnold,6,71,FALSE,89,266,61,39.6,30,11.5,45.2,2,0,2699647,54377,0,0,12,150,0,1,2,1819
6,245,2,Trent,Alexander-Arnold,11,39,TRUE,90,265,57,38.6,29,10,32.3,1,0,2715006,-20424,0,0,13,150,0,1,2,1819
7,245,2,Trent,Alexander-Arnold,2,72,FALSE,90,267,63,45.8,18,8.4,20.7,0,0,2763703,15077,0,1,19,150,0,1,2,1819
12,245,2,Trent,Alexander-Arnold,11,26,TRUE,90,180,36,39.6,24,11.5,52,0,0,3333792,-187414,0,0,4,154,0,2,0,1819
13,245,2,Trent,Alexander-Arnold,14,50,FALSE,90,270,72,68.4,49,20.1,84.4,0,0,3123885,-215365,0,1,15,152,0,2,1,1819
14,245,2,Trent,Alexander-Arnold,6,54,TRUE,90,270,92,96.2,34,21.1,81.3,0,0,3274727,123467,1,1,27,152,0,1,2,1819
15,245,2,Trent,Alexander-Arnold,2,40,FALSE,67,270,92,92.6,38,21.7,87,0,0,3721741,419151,1,1,31,153,0,0,3,1819
21,245,2,Trent,Alexander-Arnold,1,98,FALSE,90,180,55,59.4,14,14.5,71.1,0,0,3391836,-337388,0,1,13,155,0,1,1,1819
22,245,2,Trent,Alexander-Arnold,6,36,FALSE,90,270,72,83.6,22,20.5,99,0,0,3410367,1078,0,1,14,154,0,3,1,1819
30,245,2,Trent,Alexander-Arnold,2,40,TRUE,85,180,107,103.4,19,22.5,102.4,0,0,2786985,298377,0,3,27,158,0,0,2,1819
31,245,2,Trent,Alexander-Arnold,2,26,FALSE,90,265,122,117.4,31,29.3,144.7,0,0,3257024,455715,0,3,29,161,0,1,2,1819
32,245,2,Trent,Alexander-Arnold,2,71,TRUE,90,265,64,63.6,25,20.6,117.4,0,0,3730248,455541,0,0,13,165,0,2,1,1819
33,245,2,Trent,Alexander-Arnold,4,39,FALSE,58,265,46,58.8,32,21.7,125.9,0,0,3764216,112322,0,0,6,167,0,3,0,1819
34,245,2,Trent,Alexander-Arnold,8,72,TRUE,90,238,49,68,22,19.5,104.7,0,0,3741869,-29835,0,1,8,167,0,3,0,1819
35,245,2,Trent,Alexander-Arnold,11,34,FALSE,85,238,68,77,47,20.3,79,0,0,3636977,-97896,0,1,14,166,0,2,1,1819
36,245,2,Trent,Alexander-Arnold,10,16,TRUE,87,233,86,79.4,40,23.2,112.5,0,0,3812666,90972,0,2,23,165,0,1,2,1819
37,245,2,Trent,Alexander-Arnold,10,45,FALSE,90,262,108,91,38,25.1,121.3,0,0,3988363,172316,0,2,29,166,0,0,3,1819
38,245,2,Trent,Alexander-Arnold,15,57,TRUE,90,262,112,118,15,26.8,134.4,0,0,4238610,240933,0,4,31,168,0,2,2,1819
4,396,4,Troy,Deeney,7,71,TRUE,90,268,43,75.2,111,23.3,47,0,0,317169,114083,1,1,16,180,0,2,1,1819
5,396,4,Troy,Deeney,2,55,TRUE,90,268,70,113.4,129,28.6,43.4,0,0,471924,111661,2,1,21,180,0,3,0,1819
6,396,4,Troy,Deeney,2,26,FALSE,90,270,39,61.2,81,17.3,30.3,0,0,746797,217128,1,0,11,181,0,4,0,1819
7,396,4,Troy,Deeney,1,70,FALSE,90,270,41,55.6,106,18.5,22.9,0,0,901837,130751,1,0,11,182,0,4,0,1819
8,396,4,Troy,Deeney,2,45,TRUE,90,270,22,27.2,128,22.3,67.7,1,0,1028447,104413,0,0,5,183,0,5,0,1819
16,396,4,Troy,Deeney,2,54,FALSE,90,215,8,18.2,46,8.8,25,0,0,445453,-13556,0,0,5,177,0,5,0,1819
17,396,4,Troy,Deeney,2,34,TRUE,80,215,5,23,79,13.5,34.5,0,0,439082,-7216,0,0,5,176,0,4,0,1819
18,396,4,Troy,Deeney,6,52,FALSE,85,260,8,23,87,14.8,39.1,0,0,453223,11607,0,0,6,175,0,5,0,1819
19,396,4,Troy,Deeney,2,72,TRUE,90,255,35,47,106,18.1,28.6,0,0,462624,8019,1,0,10,174,0,3,1,1819
20,396,4,Troy,Deeney,1,45,TRUE,36,255,36,43.2,97,15.9,19,0,0,474213,9638,1,0,10,174,0,3,1,1819
21,396,4,Troy,Deeney,15,45,FALSE,90,211,34,47.8,106,18,25.9,0,0,503499,26127,1,0,9,174,0,2,1,1819
22,396,4,Troy,Deeney,2,49,FALSE,90,216,67,99.2,91,24.6,56.1,1,0,532736,26835,2,1,18,174,0,5,0,1819
23,396,4,Troy,Deeney,2,40,TRUE,90,216,67,99.8,77,24.7,70.2,1,0,688670,146125,2,1,18,175,0,4,0,1819
24,396,4,Troy,Deeney,2,71,FALSE,90,270,73,106.6,99,31.1,104.6,1,0,880702,182540,2,1,19,176,0,4,1,1819
25,396,4,Troy,Deeney,2,36,FALSE,90,270,23,21.4,83,19.1,85.3,0,0,1042234,151819,0,0,6,178,0,3,1,1819
26,396,4,Troy,Deeney,1,54,TRUE,90,270,23,16.6,81,16.6,69.6,0,0,1048332,7125,0,0,6,179,0,2,2,1819
27,396,4,Troy,Deeney,15,34,FALSE,90,270,19,11,54,10,36.8,1,0,957092,-90833,0,0,5,179,0,2,2,1819
28,396,4,Troy,Deeney,2,97,FALSE,72,270,73,105.2,81,22.5,41.4,1,0,891926,-65441,2,1,18,178,0,1,2,1819
29,396,4,Troy,Deeney,11,52,TRUE,90,252,78,116.2,74,24.4,54.4,1,0,858121,-39807,2,1,18,177,0,4,1,1819
32,396,4,Troy,Deeney,2,55,FALSE,90,186,62,81.4,48,17,40.3,1,0,866176,7527,1,2,17,177,0,4,0,1819
32,396,4,Troy,Deeney,2,55,FALSE,90,204,58,80.4,104,23.8,53.2,1,0,939562,63307,1,2,17,177,0,3,0,1819
32,396,4,Troy,Deeney,7,26,TRUE,90,186,62,81.4,48,17,40.3,1,0,866176,7527,1,2,17,177,0,4,0,1819
32,396,4,Troy,Deeney,7,26,TRUE,90,204,58,80.4,104,23.8,53.2,1,0,939562,63307,1,2,17,177,0,3,0,1819
19,137,1,Vicente,Guaita,9,34,TRUE,90,180,35,33.2,0,3.3,0,2,0,26669,3092,0,0,6,126,5,2,1,1819
20,137,1,Vicente,Guaita,3,72,TRUE,90,270,63,59.8,0,6,0,2,0,43510,13785,0,0,15,126,9,2,2,1819
21,137,1,Vicente,Guaita,6,57,FALSE,90,270,58,60.8,0,6.1,0,1,0,70930,24350,0,0,13,126,10,3,1,1819
22,137,1,Vicente,Guaita,1,50,TRUE,44,270,67,50.6,0,5.1,0,0,0,107011,33953,0,0,18,126,8,1,2,1819
26,137,1,Vicente,Guaita,3,52,TRUE,90,180,35,17.4,0,1.7,0,0,0,246064,-23243,0,0,9,126,3,1,1,1819
27,137,1,Vicente,Guaita,3,52,FALSE,90,270,46,34.6,0,3.4,0,0,0,249927,2320,0,0,12,126,6,2,1,1819
28,137,1,Vicente,Guaita,1,55,TRUE,90,270,49,45.2,0,4.5,0,0,0,270790,19787,0,0,12,126,7,2,1,1819
30,137,1,Vicente,Guaita,1,36,TRUE,90,180,26,31.2,0,3.2,0,0,0,304144,14628,0,0,4,126,5,4,0,1819
32,137,1,Vicente,Guaita,9,16,TRUE,90,180,19,11.8,0,1.2,0,0,0,308911,4169,0,0,2,126,2,5,0,1819
32,137,1,Vicente,Guaita,9,16,TRUE,90,180,43,50,0,5,0,0,0,307736,4885,0,0,10,126,6,2,1,1819
32,137,1,Vicente,Guaita,3,71,FALSE,90,180,19,11.8,0,1.2,0,0,0,308911,4169,0,0,2,126,2,5,0,1819
32,137,1,Vicente,Guaita,3,71,FALSE,90,180,43,50,0,5,0,0,0,307736,4885,0,0,10,126,6,2,1,1819
33,137,1,Vicente,Guaita,10,45,FALSE,90,270,70,113.2,0,11.3,0,0,0,299744,2530,0,0,13,126,14,4,1,1819
34,137,1,Vicente,Guaita,2,98,TRUE,90,270,92,138.2,0,13.8,0,0,0,314701,19323,0,0,22,126,18,2,2,1819
35,137,1,Vicente,Guaita,2,70,FALSE,90,270,76,118.4,0,11.8,0,0,0,323940,9594,0,0,15,126,17,5,1,1819
36,137,1,Vicente,Guaita,8,54,TRUE,90,270,63,73.8,0,7.4,0,0,0,336823,8662,0,0,14,126,12,5,1,1819
37,137,1,Vicente,Guaita,3,34,FALSE,90,270,57,63.8,0,6.4,0,0,0,345882,9763,0,0,12,126,10,5,1,1819
38,137,1,Vicente,Guaita,2,45,TRUE,90,270,62,91.2,0,9.1,0,0,0,389366,40754,0,0,13,127,12,4,1,1819
4,292,2,Victor,Lindelöf,6,40,FALSE,90,212,34,41,9,5.2,1.2,0,0,191385,-8552,0,0,4,150,0,5,0,1819
5,292,2,Victor,Lindelöf,2,50,FALSE,90,212,46,31.8,9,4.2,0.9,0,0,190099,-18565,0,0,8,149,0,4,1,1819
6,292,2,Victor,Lindelöf,2,57,TRUE,90,212,44,42.6,7,5.1,0.8,0,0,175907,-20175,0,0,9,148,0,2,1,1819
7,292,2,Victor,Lindelöf,-2,52,FALSE,56,270,57,58.2,0,6,1,0,0,176983,-4584,0,0,10,147,0,2,1,1819
11,292,2,Victor,Lindelöf,2,45,FALSE,90,180,32,37.4,0,3.9,1.2,0,0,157963,-14842,0,0,3,145,0,3,0,1819
12,292,2,Victor,Lindelöf,1,98,FALSE,90,270,46,53.8,0,5.6,2,0,0,152419,-7307,0,0,5,144,0,4,0,1819
13,292,2,Victor,Lindelöf,7,49,TRUE,90,270,43,48.4,0,5,1.7,0,0,154038,-264,0,0,5,144,0,5,0,1819
19,292,2,Victor,Lindelöf,2,16,TRUE,90,180,25,45.6,0,6,13.8,0,0,144318,4213,0,0,3,144,0,4,0,1819
20,292,2,Victor,Lindelöf,2,45,TRUE,90,270,42,64.4,18,9.8,15.2,0,0,169944,23005,0,0,5,144,0,5,0,1819
21,292,2,Victor,Lindelöf,7,45,FALSE,90,270,45,45.2,18,7.9,15.8,0,0,205053,32088,0,0,6,144,0,3,0,1819
22,292,2,Victor,Lindelöf,6,71,FALSE,90,270,68,61.6,18,10.2,23,1,0,231047,23734,0,0,11,144,0,2,1,1819
23,292,2,Victor,Lindelöf,2,36,TRUE,90,270,71,56.8,0,7.8,21.7,1,0,247772,14133,0,0,15,144,0,1,2,1819
24,292,2,Victor,Lindelöf,10,40,TRUE,90,270,66,47.6,8,8.7,31.7,1,0,313328,60023,0,0,15,144,0,1,2,1819
25,292,2,Victor,Lindelöf,7,52,FALSE,90,270,60,72.2,63,14.8,13,0,0,413785,93765,1,0,18,145,0,3,1,1819
27,292,2,Victor,Lindelöf,6,97,TRUE,90,180,55,66,57,12.5,2.7,0,0,745968,163135,1,0,17,148,0,2,1,1819
28,292,2,Victor,Lindelöf,7,49,FALSE,90,180,55,37.6,2,4,0.6,0,0,867429,120912,0,0,13,149,0,0,2,1819
29,292,2,Victor,Lindelöf,1,39,TRUE,90,180,58,55.8,4,7.2,11.5,0,0,989951,116333,0,1,13,150,0,1,1,1819
30,292,2,Victor,Lindelöf,1,70,FALSE,90,270,72,67,4,8.4,12.7,0,0,1091817,97049,0,1,14,151,0,3,1,1819
32,292,2,Victor,Lindelöf,1,57,FALSE,90,270,61,56.8,4,7.4,12.8,0,0,1186342,83311,0,1,9,152,0,5,0,1819
32,292,2,Victor,Lindelöf,1,57,FALSE,90,180,30,22.6,0,2.4,1.5,0,0,1339416,102924,0,0,2,153,0,4,0,1819
35,292,2,Victor,Lindelöf,0,54,FALSE,90,180,31,34,0,3.8,4.1,0,0,1276084,43902,0,0,1,151,0,6,0,1819
35,292,2,Victor,Lindelöf,1,98,TRUE,90,180,31,34,0,3.8,4.1,0,0,1276084,43902,0,0,1,151,0,6,0,1819
36,292,2,Victor,Lindelöf,2,72,TRUE,90,180,31,36.8,0,3.9,1.8,0,0,1115351,-56802,0,0,1,150,0,6,0,1819
37,292,2,Victor,Lindelöf,2,16,FALSE,82,270,48,45.2,2,5,2.4,0,0,1054529,-85312,0,0,3,149,0,7,0,1819
36,263,2,Vincent,Kompany,6,40,FALSE,90,180,41,50.6,2,5.5,1.9,1,0,211495,329,0,0,7,156,0,1,1,1819
37,263,2,Vincent,Kompany,13,52,TRUE,90,180,52,47.4,2,5.1,1.1,1,0,213252,1892,0,0,11,156,0,0,2,1819
38,263,2,Vincent,Kompany,2,36,FALSE,85,270,89,98.6,11,11.5,4.7,2,0,217631,4476,1,0,24,156,0,0,3,1819
4,246,2,Virgil,van Dijk,1,52,FALSE,90,270,89,64.8,6,7.8,6.8,0,0,2704334,-27744,0,0,20,180,0,0,3,1819
5,246,2,Virgil,van Dijk,2,71,FALSE,90,270,69,71.2,6,8.3,5.8,1,0,2902262,-21976,0,0,15,180,0,1,2,1819
6,246,2,Virgil,van Dijk,1,39,TRUE,54,270,45,53.4,10,6.8,4.9,1,0,2937796,-76684,0,0,11,180,0,2,1,1819
7,246,2,Virgil,van Dijk,2,72,FALSE,90,234,31,53.2,8,6.3,1.9,1,0,2950316,-70238,0,0,4,180,0,2,0,1819
8,246,2,Virgil,van Dijk,6,98,TRUE,90,234,40,65.6,14,8.2,2.8,0,0,2783732,-205656,0,0,5,180,0,2,0,1819
9,246,2,Virgil,van Dijk,8,16,FALSE,90,234,57,75.6,6,8.4,2.4,0,0,2653075,-158838,0,0,9,179,0,1,1,1819
10,246,2,Virgil,van Dijk,2,34,TRUE,90,270,70,77.2,8,8.7,2.1,0,0,2502127,-169274,0,0,16,178,0,1,2,1819
11,246,2,Virgil,van Dijk,2,70,FALSE,90,270,66,56.4,10,7,3.5,0,0,2544660,7260,0,0,16,177,0,1,2,1819
12,246,2,Virgil,van Dijk,7,26,TRUE,90,270,59,68.8,50,12.3,3.6,0,0,2595559,22968,0,0,12,177,0,2,1,1819
13,246,2,Virgil,van Dijk,6,50,FALSE,90,270,63,67.4,64,13.7,4.9,0,0,2726060,96845,0,0,11,177,0,2,1,1819
14,246,2,Virgil,van Dijk,12,54,TRUE,90,270,79,87.2,58,14.9,3.4,0,0,2861835,108019,0,0,15,178,0,1,2,1819
15,246,2,Virgil,van Dijk,5,40,FALSE,90,270,96,80.8,35,11.9,3.7,0,0,3008397,120125,0,1,25,179,0,0,3,1819
16,246,2,Virgil,van Dijk,6,45,FALSE,90,270,92,103.6,60,17.6,12.7,0,0,3161547,128743,0,2,23,180,0,1,2,1819
17,246,2,Virgil,van Dijk,2,55,TRUE,90,270,90,85.6,58,15.6,12.9,0,0,3350801,163768,0,2,23,181,0,1,2,1819
18,246,2,Virgil,van Dijk,15,57,FALSE,90,270,70,69,85,17.7,23.4,0,0,3592395,213201,0,1,13,183,0,2,1,1819
19,246,2,Virgil,van Dijk,6,45,TRUE,90,270,91,76,81,18,23.1,0,0,3836133,216567,1,0,23,185,0,1,2,1819
20,246,2,Virgil,van Dijk,2,70,TRUE,90,270,90,84.6,133,24.2,23.7,0,0,4168421,292998,1,0,23,187,0,1,2,1819
21,246,2,Virgil,van Dijk,1,98,FALSE,90,270,92,91,89,19.4,13,0,0,4476162,273177,1,0,23,189,0,1,2,1819
22,246,2,Virgil,van Dijk,7,36,FALSE,90,270,60,63.4,56,12.3,3,0,0,4711016,203294,0,0,9,191,0,3,1,1819
23,246,2,Virgil,van Dijk,4,49,TRUE,90,270,62,59.2,6,6.8,2.3,0,0,4802305,53960,0,0,10,192,0,3,1,1819
24,246,2,Virgil,van Dijk,2,52,TRUE,90,270,70,64.2,29,9.9,5.7,0,0,4961919,105619,0,1,12,193,0,5,1,1819
25,246,2,Virgil,van Dijk,2,52,FALSE,90,270,69,57.6,29,9.6,9.4,0,0,5067138,55290,0,1,13,194,0,4,1,1819
26,246,2,Virgil,van Dijk,6,45,TRUE,90,270,54,68.2,33,11,9.3,0,0,5125780,36346,0,1,8,195,0,5,0,1819
27,246,2,Virgil,van Dijk,7,55,FALSE,90,270,60,79,12,9.9,7.6,0,0,5097342,-52024,0,0,10,195,0,2,1,1819
28,246,2,Virgil,van Dijk,20,50,TRUE,90,270,72,84.6,18,10.8,4.7,0,0,5115334,2212,0,0,15,195,0,1,2,1819
29,246,2,Virgil,van Dijk,8,54,FALSE,90,270,112,149,64,21.8,4.5,0,0,5185156,33012,2,0,33,195,0,0,3,1819
30,246,2,Virgil,van Dijk,1,40,TRUE,90,270,114,148.6,72,22.4,2.9,0,0,5303846,94779,2,0,35,195,0,0,3,1819
31,246,2,Virgil,van Dijk,2,26,FALSE,90,270,101,144.4,72,23.9,22.8,0,0,5492806,152555,2,0,29,196,0,2,2,1819
32,246,2,Virgil,van Dijk,2,71,TRUE,90,270,63,61.6,22,10.6,22.4,0,0,5689918,152223,0,0,11,197,0,3,1,1819
33,246,2,Virgil,van Dijk,2,39,FALSE,90,270,45,51.8,23,9.7,22.3,0,0,5722189,45737,0,0,5,198,0,4,0,1819
34,246,2,Virgil,van Dijk,12,72,TRUE,90,270,47,56.4,15,7.4,2.4,0,0,5736735,-7202,0,0,6,198,0,3,0,1819
35,246,2,Virgil,van Dijk,7,34,FALSE,90,270,69,81.4,15,11,13.2,0,0,5659884,-71685,0,1,16,198,0,2,1,1819
36,246,2,Virgil,van Dijk,6,16,TRUE,90,270,83,81,13,10.9,14.7,0,0,5704641,-5392,0,1,21,198,0,1,2,1819
37,246,2,Virgil,van Dijk,8,45,FALSE,90,270,90,70.6,15,10.1,15.2,0,0,5756689,36062,0,1,25,199,0,0,3,1819
38,246,2,Virgil,van Dijk,6,57,TRUE,90,270,83,97.2,30,13.2,4.9,0,0,5830531,59025,1,0,21,200,0,2,2,1819
5,504,3,Víctor,Camarasa,2,72,FALSE,90,237,26,51.6,25,10.7,29.7,2,0,13865,1624,1,0,11,135,0,3,2,1819
6,504,3,Víctor,Camarasa,2,98,TRUE,90,252,32,57.2,17,10.2,27.6,1,0,32052,13611,1,0,11,135,0,7,1,1819
7,504,3,Víctor,Camarasa,2,40,TRUE,90,268,33,58,17,9,15.5,1,0,52013,16069,1,0,10,135,0,12,0,1819
8,504,3,Víctor,Camarasa,2,71,FALSE,90,270,29,29.4,25,12.9,75.5,0,0,70168,14920,0,0,6,135,0,11,0,1819
9,504,3,Víctor,Camarasa,7,26,TRUE,90,270,27,26.4,25,16.3,112.3,0,0,73435,3098,0,0,6,135,0,8,0,1819
10,504,3,Víctor,Camarasa,2,97,FALSE,90,270,52,50.2,59,26.5,155.7,0,0,76369,2177,0,1,11,135,0,5,0,1819
11,504,3,Víctor,Camarasa,2,52,TRUE,90,270,49,50.4,34,19,104.9,0,0,94508,16412,0,1,11,135,0,7,0,1819
12,504,3,Víctor,Camarasa,2,36,TRUE,90,270,47,47.6,42,20.5,114.4,0,0,133292,36162,0,1,11,135,0,7,0,1819
13,504,3,Víctor,Camarasa,1,54,FALSE,84,270,28,26.8,49,16.8,91.7,0,0,192531,55505,0,0,6,135,0,6,0,1819
14,504,3,Víctor,Camarasa,2,57,TRUE,90,264,24,28.2,58,18.6,99.1,1,0,247747,52830,0,0,5,135,0,3,0,1819
15,504,3,Víctor,Camarasa,2,52,FALSE,90,264,25,32.6,60,16.1,67.7,1,0,288607,39177,0,0,5,135,0,3,0,1819
16,504,3,Víctor,Camarasa,3,39,TRUE,90,264,22,36.6,53,15.5,65.1,1,0,303754,15818,0,0,5,136,0,5,0,1819
